vid,id,product_id,body,rate,done
6885,43791684,8470695,فک میکردم جنس ضعیفی داشته باشه ولی الان چند وقته استفاده میکنم و موردی نداشته,4,f
6896,43746476,8470695,عالی ممنون از دیجی کالا ,5,f
6898,43842192,951061,نسبت ب قیمتش خوبه,4,f
6900,43827806,951061,خوبه بد نیست ,5,f
6902,43788040,951061,نسبت به قیمت نباید انتظار زیادی داشت ,5,f
6903,43784479,951061,کار کرد عالی سبک,5,f
6907,43749482,951061,خوب بودن ولی کفش که برا پیاده روی بود زیره کفش خوب نبود ولی در کل راضیم,5,f
6913,43680669,951061,نرم افزار ساعت که روی جعبه عکسش زده کار نمی کنه ,4,f
6991,43691946,6535610,زیبا وقشنگه فقط هر کاری میکنیم تنظیم نمیشه,4,f
6923,43780049,3452295,عالی بود ,5,f
6924,43767401,3452295,خیلی ممنون من خیلی از خریدم راضی هستم,5,f
6926,43747224,3452295,شیک مرغوب قیمت مناسب ,5,f
6932,43619801,3452295,عالیییییه حرف نداره,5,f
6934,43560727,3452295,علی ,5,f
6936,43528061,3452295,عالی بود من کا راضیم,0,f
6941,43808632,7832807,خیلی فان بود.دید عینک هم واضح بود با اینکه از بیرون فکر میکنی خیلی تیره است,5,f
6943,43799286,7832807,بگیر میفهمی چی میگم 😅,5,f
6944,43795289,7832807,یکم روی بینی رو اذیت می‌کنه و کاملا فانتزیه و فقط برای فانه,4,f
6950,43717410,7832807,به نظر من که خوبه,3,f
6951,43689331,7832807,"اگه بخوایم نسبت به قیمتش بگیم، خوبه
ولی خیلی ظریفه ",3,f
6952,43679701,7832807,برا استایل گنگ و گرانچ خیلی خوبه من که عاشقش شدم,5,f
6954,43642413,7832807,بدک نیست جنسش پلاستیک,3,f
6956,43636883,7832807,من راضی بودم ,5,f
6959,43677982,8304310,به صرفه,0,f
6960,43590856,8304310,تو تخفیف خرید خوبی است,4,f
6961,43496947,8304310,"بسته بندی خوب بهمراه پاکت سکه
ارسال به موقع",0,f
6962,43458641,8304310,الان اسم این قیمت گران فروشیه یا کم فروشی!!!؟,1,f
6964,43375404,8304310,"قیمت مقرون به صرفه
همراه با پاکت های زیبا 

دمت گرم دیجی کالای عزیز ",5,f
6965,43351287,8304310,خیلی عالی بود,5,f
6966,43192859,8304310,خوب و زیبا و طلااااا,5,f
6967,43164942,8304310,مناسب ترین هدیه,5,f
6971,42874608,8304310,خوب بود ولی قیمت بالا,4,f
6975,42783686,8304310,"یا الله 
بسته بندی ، مناسب.",5,f
6976,42692598,8304310,فقط دیر به دستم رسید,5,f
6977,43847853,6535610,ساعت زیبای هست برای کادو دادن هم مناسبه ,5,f
6978,43845957,6535610,واقعا خیلی خوبه پیشنهاد میکنم حتما بخرید با توجه به قیمتش عالیه,5,f
6979,43827280,6535610,ساعت ساده و مناسبی است .,5,f
6982,43784639,6535610,راضی بودم عین عکس بود,5,f
6983,43769982,6535610,نسبت به قیمت عالیه ,5,f
6984,43745093,6535610,یک ساعت عالی برام آوردن خیلی ممنونم از دیجی کالا,5,f
6985,43743728,6535610,ممنونم از دیجی کالا,5,f
6986,43732607,6535610,شکیل هست اما کاربردی نیست,4,f
6987,43722656,6535610,عالی خیلی خوشگل و با کیفیت,5,f
6988,43715579,6535610,زیباست,5,f
6993,43672274,6535610,عالی,4,f
6996,43646700,6535610,"این رنج قیمت با این کارایی و کیفیت محشره
من اینو قیمت زدم۱۲۰تومن ولی دیجی کالا داشت۸۰تومن
هم ساعت وثانیه شماره هم روز و ماه و سال رو نشون میده
برای تنظیمش هم دکمه بالا رو بزنید ساعت اومد دکمه پایین رو بزنید بعد هرجا چشمک زد با زدن دکمه بالا اعداد رو تنظیم کنید
ساعت هم۱۲ساعت داره هم۲۴ساعت",5,f
6997,43795812,5467840,من استفاده کردم,4,f
7003,43475469,5467840,راضی ‌کننده بود,5,f
7007,43316429,5467840,"عملکردش درسته
ولی حواستون به سایزش باشه ",4,f
7008,43299556,5467840,عالی,5,f
7011,43227470,5467840,بیخود بود,1,f
7014,43112623,5467840,واقعا خوب بود من خوشم آمد ,5,f
7015,42845535,5467840,خوب بود ,5,f
7016,42842688,5467840,"فکر کردم ساعت 
خیلی بده",1,f
7017,43838067,9165100,عالی من راضیم ,5,f
7018,43756409,9165100,بنظرم خوب بود نسبت به قیمتش,4,f
7019,43682388,9165100,بد نیس,3,f
7020,43581512,9165100,"این کالا رو سلرای دیگه دارند فیکش رو که بی کیفیت و مغایر با عکس کالا هست بعضا ارزونتر میفروشن ولی کیفیتش قابل مقایسه با چیزی که خود دیجی میفروشه نیست 
حواستون باشه فقط از دیجی بخرید که مجبور نشید کالایی که براتون میاد رو مرجوع کنید",5,f
7021,43558688,9165100,"این کفشی که ارسال میشه اصلا با عکس های دیجیکالا مرتبط نیست و رویه ی کفش رنگ کرمی هستش و کلی لکه داره و حتی روی بند کفش ها هم لکه های سیاه داره و مشخصه که مرجوعی یه نفر دیگه بوده که احتمالا زیاد هم پاش کرده و گشته و بعد ۷روز مرجوعی کرده و الآن مرجوعی دیجیکالا از من قبول نمیکنه و فکر میکنن من کفش رو عوض کردم پس مرجوعی هم در کار نیست
اصلا نخرید",1,f
7022,43320463,9165100,خیلی خوب بود.گاملا عین عکس و فیلمش,5,f
7023,43196184,9165100,نرم و راحت و زیبا,4,f
7024,43192451,9165100,تازه تحویل گرفتم،خیلی کیفیت رویه بده،سایز ۴۴ هم واسم خیلی کوچیک بود.کفی نرمی داره.ولی کلا قابل استفاده نیست بنظرم،این کتونی که واسه من فرستادن مرجوعیه دیگرانه،کلی ایراد داشت،عکساشو میذارم،ضمنا این قیمت اصلیش ۲۰۰ تومنم نیست که تو تخفیف ۲۳۵ میدن,1,f
7025,43187588,9165100,به نظرم معمولی اومد,3,f
7026,43143668,9165100,کفش خوبیه اما رنگ دور کفش افتضاحه,4,f
7027,43065390,9165100,کیفیت از معمولی پایینتر,5,f
7028,42974719,9165100,نخرید بهتره,1,f
7029,42804456,9165100,همون جور بود ک تو عکس بود,4,f
7030,42788725,9165100,عکسها واقعیه و کیفیتش به نسبت قیمتش خیلی خوبه,5,f
7031,42741098,9165100,زیاد کیفیتی نداره،من مرجوع کردم,3,f
7032,42734738,9165100,راضی ام ,5,f
7033,42716398,9165100,خوب خداروشکر,5,f
7034,42683421,9165100,ممنونم با عرضه محصولات متنوع,4,f
7035,42681583,9165100,باتوجه به قیمت کفش کیفیتش قابل قبوله اما بدون تخفیف 60درصدی واقعا ارزشش رو نداشت,4,f
7036,42681555,9165100,"سایز ها اندازه ونسبت به قیمت عالی
",5,f
7037,43822944,6227126,سلام کفش خوب و راحتی هستش فقط موقع چسب زدن خیلی کثیف کاری انجام میدن,5,f
7038,43789387,6227126,با توجه قیمت کیفیت قابل قبول هست ,4,f
7039,43784102,6227126,زیریه کفش فوری جدا میشه اصلا نچسپیده,1,f
7040,43779697,6227126,برای سالن ورزشی خوب است,4,f
7041,43769544,6227126,"کفش خوب و خوش فرمیست ولی انگار بچه ۵ ساله چسب کاری کرده اطراف کفش کاملا چسبس بود و دوخت خیلی بدی داشت
تولید کننده اصلا رعایت نمیکنه متاسفانه",2,f
7042,43766392,6227126,من با توجه به سایزبندی سفارش دادم ولی ی سایز بزرگ بود مجبور شدم مرجوع کنم. به لحاظ ظاهری بخوام نظر بدم معمولی ه مث هزینه ای ک داره.,3,f
7043,43686178,6227126,کفش دم دستی با کیفیت پایین,3,f
7044,43670059,6227126,واقعا سبک هستش، توصیه میکنم،,4,f
7045,43643576,6227126,خوب است,5,f
7046,43628618,6227126,بی کیفیت ,1,f
7048,43577013,6227126,ارگونومی پا اصلا رعایت نشده،,2,f
7049,43554456,6227126,خوبه,1,f
7050,43543998,6227126,از طرح و شکل اولیه نم یافته,5,f
7051,43478507,6227126,نسبت به قیمت خوبه,5,f
7052,43458721,6227126,بسیار سبک و راحت.بااین قیمت ارزش خرید داره,5,f
7053,43425916,6227126,ضعیفه,3,f
7054,43414916,6227126,خیلی خوب بود ,4,f
7055,43348946,6227126,"خیلی خیلی خشکه
پا بزور و چنگ و دندون میره توش اصلا خوب نیس",1,f
7056,43314527,6227126,لنگه با لنگه بود ,3,f
7057,43821225,4301140,خیلی قشنگه,5,f
7058,43804256,4301140,خیلی قشنگ بودد,5,f
7059,43765062,4301140,نمینویسم,4,f
7060,43744174,4301140,خوبه فقط کاش رنگش نمیرفت,4,f
7061,43725922,4301140,خوبه,4,f
7062,43721340,4301140,ب نظر بصرف هست پیشنهاد میکنم بخرید,5,f
7063,43720995,4301140,انوقدا شبیه عکسش نیس,3,f
7064,43720372,4301140,خیلی خوشگله بنظرم,5,f
7065,43696729,4301140,در کل عالیه ولی در مرور زمان رنگش میره,4,f
7066,43667967,4301140,در کل خوبه فقط رنگش ب مرور میره ک زیرش خود انگشتر ب جنس استیله و بازم زشت نیس...قابل استفادس,4,f
7067,43630831,4301140,پیشنهاد میکنم ,5,f
7068,43609612,4301140,خیلی خوبه حتما بخرید,5,f
7069,43606990,4301140,"عالی و خش رنگ 
سایزشم عالی ",5,f
7070,43594656,4301140,قشنگه نسبت به قیمتش,5,f
7071,43571969,4301140,"زیبا بود 


",4,f
7072,43569958,4301140,"خیلییی‌خوبه و رنگشم ثابته 
",5,f
7073,43567325,4301140,اگه رنگش ی رفت خوب بود,2,f
7074,43550278,4301140,انگشتر خوبی هست فقط رنگش میره اگه بشویدش,4,f
7075,43547589,4301140,سایزش رو که کلا اشتباه فرستادن سایز فیل سفارش دادم سایز فنجون فرستادن از این بگذریم تو دقیقه اول رنگش رفت,3,f
7076,43533951,4301140,نسبت به قیمتش خیلی خوبه ,5,f
7077,43823909,7486299,خوبه برای کادو,3,f
7078,43819926,7486299,برا هدیه میخواستم بنظرم خیلی با کلاس تر از پول دادنه  ,5,f
7079,43818595,7486299,به نظرم برای کادو دادن گزینه ی خوبیهپ,5,f
7080,43779494,7486299,"تو عکسا جعبه داره 
من دوتا سفارش دادم هیچ‌کدوم جعبه نداشتن
برای کادو خریدم جعبه رو لازم داشتم",3,f
7081,43727656,7486299,خوب هست.          ,5,f
7082,43665444,7486299,خوبه ولی بیشتر برای کادو دادن مناسبه,4,f
7083,43648062,7486299,"قیمت خیلی نسبت به بازار متفاوت هست.قیمت ۱۰۰سوت امروز در بازار ۲۲۰۰۰۰خریدم خواستم سفارش بدم دیدم ۲۶۲۰۰۰
این اختلاف برای ۱۰۰سوت خیلی زیاده",1,f
7084,43558214,7486299,از همه نظر خوب بود بسته بندی خوبی هم داشت,4,f
7085,43548788,7486299,خوبه ,5,f
7086,43543463,7486299,شاهکار و بینظیر,5,f
7087,43509540,7486299,جالب هست به نظر من ,4,f
7088,43497092,7486299,خیلی سریع به دستم رسید,0,f
7089,43484965,7486299,من که چنتایی خریدم,4,f
7090,43466271,7486299,"برای هدیه تهیه  کردم، جعبه ش زیاد جالب نبود و برش دور سکه هم اصلا مرتب نبود.
من زیاد راضی نبودم از خریدم از بیرونم گرونتر بود",2,f
7091,43434444,7486299,بهترین پس انداز,4,f
7092,43248499,7486299,"یک گرمی خریدم 
پلاکش بزرگ بود
اصل هم هست",5,f
7093,43228233,7486299,عالیییی بود سر وقت به دستم رسید,5,f
7094,43212101,7486299,راضی بودم ازش,5,f
7095,43189659,7486299,برای سرمایه گذاری بلند مدت مناسب خواهد بود؛ دیجی کالا باید تامین کننده ها رو‌مجاب به بروز نمودن قیمت مطابق بازار نماید,4,f
7096,43189369,7486299,خوب بود و قیمت مناسب,4,f
7097,43851216,6448054,ممنون از فروشنده و دیجی کالا,5,f
7098,43833573,6448054,سریع از حالت کشی خارج شد ,1,f
7099,43830577,6448054,فقط یه کم کوچولوئه,4,f
7100,43826474,6448054,عالی هستش من خیلی دوستش دارم کیوت و خوشگله ولی واسه افراد بالای ۱۳ سال مناسب نیست کوچیکه🥺♥️,5,f
7101,43825353,6448054,نسبت به قیمتش عالیه,0,f
7102,43819513,6448054,سایزش خیلی بزرگن نیس بشتر برا سنین ۱۰ الی ۱۵ ساله هستش,5,f
7103,43818430,6448054,"خیلی قشنگ و خوب بودن...
",5,f
7104,43818212,6448054,بدرد بزرگسال نمیخوره خیلی زیباست،برای پسرم گرفتم,5,f
7105,43815661,6448054,بسیار زیبا وخوش قیمت,5,f
7106,43809072,6448054,جنسش نسبت به قیمت عالی بود ,3,f
7107,43803404,6448054,برای کودکان است ,1,f
7108,43803011,6448054,خوبه دوستش دارم جنسش متوسطه ولی گرمه,5,f
7109,43802781,6448054,خیلی کوچیک و سبک بود ولی طرح قشنگی داره,3,f
7110,43795948,6448054,خیلی برام کوچیک بود انگار برای بچه ی پنج ساله آوردنش,2,f
7111,43795283,6448054,رنگ متنوع و خوب ,4,f
7112,43792141,6448054,خوب بود راضی بودم,4,f
7113,43789843,6448054,سفید سفارش دادم ولی سرمه ای ب دستم رسید,5,f
7114,43789705,6448054,من که خیلی راضی بودم قشنگ و زیبا بود,5,f
7115,43788845,6448054,نسبت‌به‌قیمت‌جنسش‌هم‌خوب‌بود,4,f
7116,43784603,6448054,در کل خوبه,4,f
7117,43766708,2882902,اندازش کوچیکه,3,f
7118,43756180,2882902,قیمتش نسبت به کالاهای مشابه واقعا مناسبتر بود از لحاظ ظاهری و بسته بندی هم عالی بود ,5,f
7119,43721071,2882902,نصبت  به  بازار بیمتش زیاد تر بود ولی برای هدیه دادن  چیز مناسبیه,4,f
7120,43689206,2882902,عالی,5,f
7121,43687289,2882902,خوبه عالی برای کادو دادن,4,f
7122,43685426,2882902,برای هدیه خوبه,5,f
7123,43634353,2882902,عالی و زیبا,4,f
7124,43607429,2882902,مناسب برای هدیه,4,f
7125,43560567,2882902,بسته بندی و قاب مناسب,5,f
7126,43554805,2882902,برای هدیه گرفتم و دوسش دارم,5,f
7127,43543502,2882902,شاهکار و طراحی خاص,5,f
7128,43538780,2882902,باتوجه به باکس خوب و زیبایی خود پلاک برای هدیه دادن خیلی خوب هست.,4,f
7129,43523149,2882902,عالی,5,f
7130,43504960,2882902,قیمتهای بالا بدون هیچگونه علت خاصی,1,f
7131,43497029,2882902,"جعبه شیک و بسته بندی خوب
ارسال بموقع",0,f
7132,43492612,2882902,برا هدیه مناسبه,5,f
7133,43486224,2882902,من بخاطر جعبه قشنگش گرفتم که این سری جعبه هاش چسبش معلوم بود و کج و کوله بود. یه هولوگرامم دیجی کالا میزنه روش که عمرا پاک نمیشه! من دیگه نمیگیرم و توصیه هم نمیکنم که بخرید.,3,f
7134,43484731,2882902,مناسب هدیه دادن و با بسته بندی شیک,5,f
7135,43464020,2882902,در حد قیمت می شه گفت,3,f
7136,43446151,2882902,قیمت مناسب بود برای هدیه,4,f
7137,43795340,7466826,انگشتری زیبای بودش,5,f
7138,43763374,7466826,خیلی خوبه,5,f
7139,43731846,7466826,شکلش فرق میکرد,3,f
7140,43720499,7466826,با این قیمت خوبن ,5,f
7141,43669556,7466826,مناسب هدیه برای دختربچه‌ها ,4,f
7142,43659270,7466826,در کل شیکو آسه,5,f
7143,43594355,7466826,خیلی خوبه من برای دخترم گرفتم خیلی راضیه,5,f
7144,43463026,7466826,بخرید خیلی خشکله,4,f
7145,43459561,7466826,افتضاح له شده بود ,1,f
7146,43394120,7466826,"واقعا خوب بود دقیقا همون چیزی ک تو عکس بود
فرستادن ب موقع
ممنون از دیجیکالا ",1,f
7147,43351957,7466826,قشنگه,5,f
7148,43151751,7466826,باسلام دوست عزیز قشنگه بازم سلیقه ایه من دوست داشتم,5,f
7149,43134031,7466826,عالی بخرید تمیز بود,5,f
7150,43037082,7466826,بدی نیست,3,f
7151,42920611,7466826,من طرح لاو خواستم، چیزی دیگه فرستادن,1,f
7152,42901822,7466826,عالی بود:) 🖤🦋,5,f
7153,42757903,7466826,خیلی خوبههههه🥰🥰🥰,5,f
7154,42723041,7466826,نمیدونم رنگش ثابته یا نه اگه نبود میگم,4,f
7155,42675388,7466826,من اینو حضوری گرفتم بیست و پنج هزار تومن آهن ربا هم کار میکرد,1,f
7156,42642625,7466826,عالییی بود فقط اندازه سایز دستتون ی سایز کوچیکتر بخرین,5,f
7157,43839135,6823262,"من برا کادو گرفتم واقعا عالی بود
",5,f
7158,43807477,6823262,قشنگه ولی بدرد نخور(اگه دیدید چیزی ارزونه نخرید جنسش خرابه),1,f
7159,43797926,6823262,توصیه میکنم ,5,f
7160,43761077,6823262,خوبه,4,f
7161,43760094,6823262,خوبه مگنتش بالاس ولی رنگ قلبا میره زنجیرش رنگ سابته ,5,f
7162,43733360,6823262,توقع‌داشتم‌دوتاش‌مشکی‌باشه‌وروی‌همین‌حساب‌خریدم‌..اگر‌وقت‌داشتم‌مرجوعش‌میکردم‌ولی‌برای‌‌تولد‌کاپم‌خریدم‌وقت‌مرجوع‌ندارم...به‌هرحال‌خوبه‌,4,f
7163,43721308,6823262,من که راضی بودم خیلی خوشگله,5,f
7164,43705154,6823262,بسیار جالب بود دخترم عاشقش شد,5,f
7165,43696326,6823262,خوبه ولی توقع بیشتری ازش داشتم ,4,f
7166,43675919,6823262,جنسش فوق العاده ضعیفه دستش اهنی نیس خیلی سبکه مث اسباب بازیه هر کی ببینه میخنده بهت رنگش میره,1,f
7167,43663033,6823262,نسبت به قیمت خوبه,4,f
7168,43656507,6823262,عالی,5,f
7169,43644069,6823262,واقعا دستبند خوشکلیه خیلی ازش خوشم اومد، مناسب برای ست کردن با دوست یا کسی که دوسش دارین، من میخواستم هردو قلبش مشکی باشه ولی یکیشون نقره‌ای بود، اشکال نداره بازم خوشکله :),5,f
7170,43640039,6823262,ممنون از کالاهای خوبتون,5,f
7171,43625625,6823262,خوب,2,f
7172,43618561,6823262,برا هدیه دادن عالیه جعبه هم دارن بیرون ۱۲۰ تومن بود,5,f
7173,43585357,6823262,خیلییی خوب بود,5,f
7174,43585028,6823262,رنگ همونی ک میخواستم نبود,3,f
7175,43568838,6823262,چیز جالبیه,3,f
7176,43562172,6823262,من برای خودمو رفیق گرفتم خیلی خیلی قشنگع,5,f
7177,43848971,5264418,جنس عالی.رنگش با کیفیت ,5,f
7178,43843243,5264418,"خیلی قشنگ و تمیز و جادار 
برای همسرم گرفتم خیلی خوشش اومد",5,f
7179,43830746,5264418,مقاومه,4,f
7338,43840146,633380,از خرید خودم راضیم ,5,f
13542,43424741,2580411,خوب,5,f
7180,43830505,5264418,تقریبا ۸.۹ تا کارت جا میشه ، شیکه ،اهنربا قوی داره ، تنها ضعفش ، اینه میخای کارت زیرو دربیاری باید همه کارتارو بیاری بیرون:),4,f
7181,43817868,5264418,داخل لبه استیل تیز است,4,f
7182,43799119,5264418,کار راه اندازه,4,f
7183,43791018,5264418,ظریف و شیک و محکم,5,f
7184,43778408,5264418,نسبت به قیمت عالی,5,f
7185,43767789,5264418,به عنوان جاکارتی میشه روش حساب کرد,5,f
7186,43766154,5264418,عالی,4,f
7187,43766053,5264418,خیلی عالی و زیبا و شیک .,5,f
7188,43761715,5264418,پیشنهاد می‌کنم حتما بگیرید,5,f
7189,43758137,5264418,در ظریف کاری دقت زیادی صورت نگرفته ,5,f
7190,43707730,5264418,در جاکارتی با آهن‌رباش بصورت کامل چفت نمیشه و فاصله داره. درکل با همین مقدار پول جاکارتی بهتری میشد خرید، جنسش زیاد خوب نیست. قسمت فلزی جاکارتی تیز هستش و دست رو میبُره,3,f
7191,43681291,5264418,جنسش خوبه راضیم,5,f
7192,43659186,5264418,شیک,4,f
7193,43624346,5264418,"نسبت به قیمتش خوبه 
",4,f
7194,43621482,5264418,ده تا خریدم با لیزر روش چاپ کردم,4,f
7195,43584979,5264418,کیفیت خوب,4,f
7196,43582152,5264418,اهنربا قوی داره,4,f
7197,43779128,8343368,دقیقا مثل عکسش بود,5,f
7198,43759474,8343368,انگشتر مدل بتمن خوبه,5,f
7199,43756652,8343368,عالییی جنس عالی,5,f
7200,43698414,8343368,بسیار عالی محکم و زیبا,5,f
7201,43621955,8343368,در کل محصول خوبیه ,5,f
7202,43597294,8343368,عالی از هر نظر,5,f
7203,43569912,8343368,"قشنگه 
ولی نوکش مث عکس تیز نیس 
مدل گربه ایه 
درکل‌خوبه",5,f
7204,43195012,8343368,خیلی باحال و به درد بخور,5,f
7205,43145924,8343368,عالی بودد نسبت به قیمتش خوبه انصافا....,3,f
7206,43081982,8343368,اصلا راضی نیستم ، چیزی که سفارش دادم با چیزی که اومد خییییلییییی فرق داشت. اصلا شبیه عکساش نی,1,f
7207,42945874,8343368,خوب بود راضی بودم,5,f
7208,42864892,8343368,اصلا خوب نیست به درد نمیخوره,2,f
7209,42779333,8343368,"من برای پسر خریدم و خیلی خوشش اومد 
جنس عالی",5,f
7210,42677577,8343368,"دخترانه هست
و از قبل استفاده شده",1,f
7211,42540836,8343368,خیلی قشنگ بود,5,f
7212,42400888,8343368,انگشتر قشنگی بود و مشکلی هم نبود کاملن اندازه انگشتم یود,5,f
7213,42217269,8343368,خوب,4,f
7214,42112642,8343368,خیلی بده ولی کیفیتش خوبه و اصلا توصیه نمیکنم بخرید,3,f
7215,41993862,8343368,خوب بود فقط سایزش کوچیک بود,3,f
7216,41745698,8343368,خوبه,4,f
7340,43828377,633380,با بسته بندی مناسب ارسال شد,4,f
7345,43808192,633380,سلام تو ماکارونی ها زر از همه بهتره,5,f
7347,43802689,633380,لطفا در بسته بندی دقت کنید,2,f
7348,43802439,633380,خوبه دیگه. بی نهایت انتخابم ندارید. راضی باشید,4,f
7349,43796754,633380,خوب بود تو شگفت انگیز,4,f
7351,43786207,633380,عالی و خوش پخت ,4,f
7352,43777055,633380,در شگفت انگیز خوبه چون قیمتش مناسب تر از بیرون میشه,5,f
7353,43775752,633380,فقط زر میخرم عالیه,5,f
7355,43771677,633380,خوب,4,f
7452,43618076,792439,کاملا معلومه که گوشت نیست!!! ولی مجبورم استفاده کنم,1,f
7453,43590248,792439,عالی نیست ولی بدم نیست ,4,f
7454,43590228,792439,کیفیت خوب و قیمت مناسبی دارد ,4,f
7493,43628571,917105,خوبہ ھم اندازہ ھم پیازھاش,5,f
7496,43605131,917105,ممنون.......,4,f
7519,43812790,633397,خیلی گرون کردید,3,f
7520,43802444,633397,خوبه دیگه. بی نهایت انتخابم ندارید. راضی باشید,4,f
7521,43801804,633397,مثل همیشه عالیه ,5,f
7522,43778294,633397,همیشه استفاده میکنم خوب وعالیه,5,f
13543,43329428,2580411,عالبه,4,f
7524,43745360,633397,ضروری و بدرد بخور,4,f
7525,43738899,633397,باکیفیت,4,f
7526,43717785,633397,مناسب هست از نظر کیفیت و ساخت,5,f
7527,43706346,633397,عالی و با کیفیت ,4,f
7528,43701368,633397,بسیار عالی دوستش دارم.س,4,f
7530,43679456,633397,تخفیف خوبه  ,4,f
7532,43664015,633397,خوب بود تخفیف داشت خریدم,5,f
7538,43826087,1024200,خوب.,3,f
7539,43784226,1024200,خوب بود,4,f
7542,43736119,1024200,"تاریخ به روز 
بسته بندی عالی ",4,f
7543,43715988,1024200,خوب است نسبت به قیمت,5,f
7545,43709988,1024200,"شیر خوبیه
فقط حیف که برای شرکت میهنه",4,f
7547,43690897,1024200,قیمت خوب,5,f
7548,43672886,1024200,خرید خوبیه,4,f
7549,43664395,1024200,خوبه,4,f
7550,43644447,1024200,"شگفت انگیز خریدم راضی هستم
",4,f
7553,43575738,1024200,در تخفیف قیمتش مناسب بود,3,f
7557,43812930,633441,نسبت به قیمتش خوبه,3,f
7559,43804461,633441,عااااالی البته با تخفیف,5,f
7560,43802450,633441,خوبه دیگه. بی نهایت انتخابم ندارید. راضی باشید,4,f
7563,43761441,633441,خوش فرم و مناسب برای سالاد ماکرونی,5,f
7565,43749945,633441,عالی,4,f
7566,43735606,633441,عالی,5,f
7571,43673188,633441,خوب,4,f
7572,43670675,633441,بدک نبود بنظرم ,3,f
7576,43600751,633441,کیفیت خوب ,5,f
7578,43808178,662603,"سلام 
پوشک مولفیکس از نظر قیمت عالیه.
کیفیت خوبی داره",5,f
7580,43698310,662603,خیلی‌بد,1,f
7585,43548975,662603,خریدش تو شگفت انگیز خیلی خوبه  ,4,f
7587,43519944,662603,خوبه نسبت به قیمتش,4,f
7595,43469998,662603,سلام. ممنون از دیجی کالا بابت ارسال به موقع و قیمت مناسب,5,f
7597,43826919,915573,کیفیت خوبی داره,5,f
7598,43820652,915573,گران گران گران، قاطی داره، عطر خاصی نداره، اما برنج باکیفیت و خوش پختی هست,4,f
7599,43787803,915573,من خیلی وقته این برنج رو می خرم و کاملا راضی هستم,5,f
13545,43190875,2580411,خوب,5,f
7600,43773348,915573,کیفیت خیلی معمولی داره و برخلاف تبلیغات عطر خاصی هم نداره. به نظرم با این قیمت فقط در تخفیف‌های ویژه ارزش خرید داره,3,f
7601,43753396,915573,محصولات گلستان عالیه,5,f
7602,43750294,915573,کیفیت عالی,5,f
7603,43748528,915573,نسبتا خوب,3,f
7604,43740858,915573,توصیه به خریدش میکنم,5,f
7605,43726116,915573,برای اولین بار خریدم ، برنج هاشمی شمال ، البته شمال هندوستان ، هیچ خاصیتی از برنج ممتاز هاشمی ایرانی ندیدم,3,f
7606,43582293,915573,خیلی عالیه اما گرون شده ولی کیفیت عالی,5,f
7607,43563575,915573,"باسلام 
گران و فاقد عطر وبو 
برنج طارم هاشمی بسته یک کیلویی خریده بودم از این نوع برنج خیلی بهتر بود.دیگه برنج هاشمی گلستان رو نمی خرم 
چون فاقد کیفیته ارزش خرید نداره",3,f
7608,43548783,915573,عالیه.بنظر من به اب بیشتری برای پخت بصورت کته نیاز داره.,5,f
7609,43548455,915573,درسته گرون شده دلی کیفیتش خوبه,4,f
7610,43502835,915573,مقداری گران است با وجود شگفت انگیزش,4,f
7611,43443288,915573,به نظرم گلستان بهترین برنج رو داره و امیدوارم دودی هم دوباره موجود بشه.,5,f
7612,43370492,915573,خوش پخته ولی قیمت بالاس,4,f
7613,43337354,915573,پیشنهاد میکنم,5,f
7614,43161515,915573,چندین ساله که فقط برنج گلستان میخرم و هم هاشمی و هم طارم هر دو خوب بوده و به دلیل اینکه در بازار کمتر مارکی دیدم که بتونه حتی زمان کوتاهی کیفیتش را ثابت نگه داره ترجیح میدم پول بیشتری بدم و از مارکی بخرم که اقلا اگه گرونه کیفیتش را پایین نمیاره، بقولی اگه شما جنس ۱۰۰ تومنی را ده تومن ارزون بخری اما کیفی نباشه ۱۰ تومن صرفه جویی نکردی بلکه ۹۰ تومن دور ریختی!,5,f
7615,43067509,915573,با تخفیف قیمت و کیفیت متناسب هستند,5,f
7616,43003112,915573,خیلی عطر خاصی نداشت,3,f
7617,43839154,724452,میهن بهتره ولی خب از اونجایی که میهن تحریمه ما کاله گرفتیم,5,f
7618,43832478,724452,از سایر برندها بهتره,5,f
7621,43812980,724452,خوبه... متشکر ازدیجیـ,4,f
7622,43807819,724452,ممنون,4,f
7624,43802146,724452,خوبه.من تو شگفت انگیز خریدم و راضیم,3,f
7625,43786436,724452,کیفیت و قیمت مناسب.,5,f
7626,43774880,724452,درب منزل تحویل گرفتم ,5,f
7642,43796661,888734,خوب بود,3,f
7644,43750494,888734,باکیفیت. و در شگفت‌انگیز، یک خرید به‌صرفه. با تشکر,4,f
7646,43740749,888734,اگه تخفیف بیشتری بخورد بهتره,5,f
7648,43723853,888734,خوشمزه بودش ,5,f
7652,43699406,888734,عالیه,5,f
7653,43698341,888734,خوش طعم,4,f
7655,43685604,888734,"توی تن ماهیها من تن باشوید رو دوست دارم سلیقه ای هست
من راضی بودم",5,f
7658,43843515,847467,خیلی خوب بود با طعم عالی,5,f
7659,43829570,847467,خوشمزه بودن,4,f
7660,43827565,847467,خوشمزه ترین کنسرو ماهی ولی دیجی کالا قیمتش بالاست از فروشگاه ها میشه قیمت کمتر خرید حدود ۳تا ۴تومن,5,f
7661,43817435,847467,کیفیت خوبی داره,4,f
